Date | 5/22/2019 9:38:49 AM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 184 level(s)...   
Date | 5/21/2019 4:30:22 PM   Msg | [ENCOUNTER] You successfully caught Panpour!   
Date | 5/21/2019 4:28:53 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 4:28:28 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 46sec   
Date | 5/21/2019 4:28:28 PM   Msg | [ENCOUNTER] You successfully caught Elekid!   
Date | 5/21/2019 4:28:24 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 4:28:20 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 86sec   
Date | 5/21/2019 4:28:20 AM   Msg | [ENCOUNTER] You successfully caught Munna!   
Date | 5/21/2019 4:27:41 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 4:27:00 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 85sec   
Date | 5/21/2019 4:27:00 PM   Msg | [ENCOUNTER] You successfully caught Rhyperior!   
Date | 5/21/2019 4:26:53 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 4:26:28 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 78sec   
Date | 5/21/2019 4:26:28 AM   Msg | [ENCOUNTER] You successfully caught Happiny!   
Date | 5/21/2019 4:25:35 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 4:25:10 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 4:24:15 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 114sec   
Date | 5/21/2019 4:24:15 AM   Msg | [ENCOUNTER] You successfully caught Vullaby!   
Date | 5/21/2019 4:22:57 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 110sec   
Date | 5/21/2019 4:22:57 PM   Msg | [ENCOUNTER] You successfully caught Galvantula!   
Date | 5/21/2019 4:22:20 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 4:21:22 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 33sec   
Date | 5/21/2019 4:21:22 AM   Msg | [ENCOUNTER] You successfully caught Marill!   
Date | 5/21/2019 4:21:07 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 4:20:49 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 4:20:11 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 2sec   
Date | 5/21/2019 4:20:11 AM   Msg | [ENCOUNTER] You successfully caught Beedrill!   
Date | 5/21/2019 4:20:08 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 4:19:47 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 71sec   
Date | 5/21/2019 4:19:47 PM   Msg | [ENCOUNTER] You successfully caught Staravia!   
Date | 5/21/2019 4:18:36 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 3sec   
Date | 5/21/2019 4:18:36 AM   Msg | [ENCOUNTER] You successfully caught Rattata!   
Date | 5/21/2019 4:18:35 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 4:18:32 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 4:17:21 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 29sec   
Date | 5/21/2019 4:17:21 PM   Msg | [ENCOUNTER] You successfully caught Typhlosion!   
Date | 5/21/2019 4:16:52 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 4:16:48 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 100sec   
Date | 5/21/2019 4:16:48 AM   Msg | [ENCOUNTER] You successfully caught Petilil!   
Date | 5/21/2019 4:16:23 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 61sec   
Date | 5/21/2019 4:16:23 PM   Msg | [ENCOUNTER] You successfully caught Armaldo!   
Date | 5/21/2019 4:15:21 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 4:15:07 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 4:14:58 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 59sec   
Date | 5/21/2019 4:14:58 PM   Msg | [ENCOUNTER] You successfully caught Clamperl!   
Date | 5/21/2019 4:14:27 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 66sec   
Date | 5/21/2019 4:14:27 AM   Msg | [ENCOUNTER] You successfully caught Luvdisc!   
Date | 5/21/2019 4:13:58 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 4:13:21 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 4:12:10 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 49sec   
Date | 5/21/2019 4:12:10 PM   Msg | [ENCOUNTER] You successfully caught Wurmple!   
Date | 5/21/2019 4:11:21 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 4:11:05 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 104sec   
Date | 5/21/2019 4:11:05 AM   Msg | [ENCOUNTER] You successfully caught Gothita!   
Date | 5/21/2019 4:09:21 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 4:08:59 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 123sec   
Date | 5/21/2019 4:08:59 PM   Msg | [ENCOUNTER] You successfully caught Skrelp!   
Date | 5/21/2019 4:07:48 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 16sec   
Date | 5/21/2019 4:07:48 AM   Msg | [ENCOUNTER] You successfully caught Seel!   
Date | 5/21/2019 4:07:32 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 4:06:56 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 4:06:16 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 137sec   
Date | 5/21/2019 4:06:16 AM   Msg | [ENCOUNTER] You successfully caught Crabrawler!   
Date | 5/21/2019 4:05:30 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 12sec   
Date | 5/21/2019 4:05:30 PM   Msg | [ENCOUNTER] You successfully caught Kadabra!   
Date | 5/21/2019 4:05:17 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 4:05:15 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 141sec   
Date | 5/21/2019 4:05:15 PM   Msg | [ENCOUNTER] Failed to identify pokemon...   
Date | 5/21/2019 4:03:58 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 4:02:53 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 4:02:52 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 145sec   
Date | 5/21/2019 4:02:52 PM   Msg | [ENCOUNTER] Failed to identify pokemon...   
Date | 5/21/2019 4:02:32 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 93sec   
Date | 5/21/2019 4:02:32 AM   Msg | [ENCOUNTER] You successfully caught Tympole!   
Date | 5/21/2019 4:00:59 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 4:00:26 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 4:00:25 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 147sec   
Date | 5/21/2019 4:00:25 PM   Msg | [ENCOUNTER] Failed to identify pokemon...   
Date | 5/21/2019 3:59:50 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 136sec   
Date | 5/21/2019 3:59:50 AM   Msg | [ENCOUNTER] You successfully caught Comfey!   
Date | 5/21/2019 3:57:58 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 3:57:55 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 96sec   
Date | 5/21/2019 3:57:55 PM   Msg | [ENCOUNTER] You successfully caught Excadrill!   
Date | 5/21/2019 3:57:34 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 3:57:14 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 18sec   
Date | 5/21/2019 3:57:14 AM   Msg | [ENCOUNTER] You successfully caught Onix!   
Date | 5/21/2019 3:56:55 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 3:56:18 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 3:56:13 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 3sec   
Date | 5/21/2019 3:56:13 AM   Msg | [ENCOUNTER] You successfully caught Pidgey!   
Date | 5/21/2019 3:56:10 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 3:55:46 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 105sec   
Date | 5/21/2019 3:55:46 PM   Msg | [ENCOUNTER] You successfully caught Ferroseed!   
Date | 5/21/2019 3:54:47 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 98sec   
Date | 5/21/2019 3:54:47 AM   Msg | [ENCOUNTER] You successfully caught Whirlipede!   
Date | 5/21/2019 3:54:01 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 3:53:32 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 13sec   
Date | 5/21/2019 3:53:32 PM   Msg | [ENCOUNTER] You successfully caught Bellsprout!   
Date | 5/21/2019 3:53:18 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 3:53:09 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 3:53:05 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 60sec   
Date | 5/21/2019 3:53:05 AM   Msg | [ENCOUNTER] You successfully caught Spoink!   
Date | 5/21/2019 3:52:04 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 3:52:03 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 102sec   
Date | 5/21/2019 3:52:03 PM   Msg | [ENCOUNTER] You successfully caught Ducklett!   
Date | 5/21/2019 3:50:41 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 123sec   
Date | 5/21/2019 3:50:41 AM   Msg | [ENCOUNTER] You successfully caught Frogadier!   
Date | 5/21/2019 3:50:21 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 3:50:15 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 107sec   
Date | 5/21/2019 3:50:15 PM   Msg | [ENCOUNTER] You successfully caught Joltik!   
Date | 5/21/2019 3:48:38 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 3:48:27 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 3:47:36 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 81sec   
Date | 5/21/2019 3:47:36 PM   Msg | [ENCOUNTER] You successfully caught Finneon!   
Date | 5/21/2019 3:46:44 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 111sec   
Date | 5/21/2019 3:46:44 AM   Msg | [ENCOUNTER] You successfully caught Braviary!   
Date | 5/21/2019 3:46:14 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 3:45:45 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 0sec   
Date | 5/21/2019 3:45:45 PM   Msg | [ENCOUNTER] You successfully caught Venusaur!   
Date | 5/21/2019 3:45:44 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 3:44:53 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 3:44:42 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 114sec   
Date | 5/21/2019 3:44:42 PM   Msg | [ENCOUNTER] You successfully caught Slurpuff!   
Date | 5/21/2019 3:42:47 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 3:41:51 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 28sec   
Date | 5/21/2019 3:41:51 PM   Msg | [ENCOUNTER] You successfully caught Aerodactyl!   
Date | 5/21/2019 3:41:30 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 29sec   
Date | 5/21/2019 3:41:30 AM   Msg | [ENCOUNTER] You successfully caught Ledyba!   
Date | 5/21/2019 3:41:23 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 3:41:00 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 3:40:35 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 136sec   
Date | 5/21/2019 3:40:35 PM   Msg | [ENCOUNTER] You successfully caught Heliolisk!   
Date | 5/21/2019 3:40:29 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 2sec   
Date | 5/21/2019 3:40:29 AM   Msg | [ENCOUNTER] You successfully caught Detective Pikachu!   
Date | 5/21/2019 3:40:27 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 3:40:18 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 89sec   
Date | 5/21/2019 3:40:18 AM   Msg | [ENCOUNTER] You successfully caught Pansage!   
Date | 5/21/2019 3:38:49 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 3:38:18 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 3:38:16 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 133sec   
Date | 5/21/2019 3:38:16 PM   Msg | [ENCOUNTER] Failed to identify pokemon...   
Date | 5/21/2019 3:37:31 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 144sec   
Date | 5/21/2019 3:37:31 AM   Msg | [ENCOUNTER] You successfully caught Pyukumuku!   
Date | 5/21/2019 3:36:03 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 3:36:01 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 137sec   
Date | 5/21/2019 3:36:01 PM   Msg | [ENCOUNTER] Failed to identify pokemon...   
Date | 5/21/2019 3:35:07 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 3:34:10 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 57sec   
Date | 5/21/2019 3:34:10 AM   Msg | [ENCOUNTER] You successfully caught Claydol!   
Date | 5/21/2019 3:33:44 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 3:33:43 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 141sec   
Date | 5/21/2019 3:33:43 PM   Msg | [ENCOUNTER] Failed to identify pokemon...   
Date | 5/21/2019 3:33:12 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 3:32:35 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 95sec   
Date | 5/21/2019 3:32:35 AM   Msg | [ENCOUNTER] You successfully caught Venipede!   
Date | 5/21/2019 3:31:21 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 3:31:00 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 3:30:34 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 109sec   
Date | 5/21/2019 3:30:34 PM   Msg | [ENCOUNTER] You successfully caught Litwick!   
Date | 5/21/2019 3:30:26 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 15sec   
Date | 5/21/2019 3:30:26 AM   Msg | [ENCOUNTER] You successfully caught Slowpoke!   
Date | 5/21/2019 3:30:10 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 3:29:41 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 82sec   
Date | 5/21/2019 3:29:41 AM   Msg | [ENCOUNTER] You successfully caught Carnivine!   
Date | 5/21/2019 3:28:44 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 3:28:18 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 3:27:57 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 127sec   
Date | 5/21/2019 3:27:57 PM   Msg | [ENCOUNTER] Failed to identify pokemon...   
Date | 5/21/2019 3:25:50 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 3:25:49 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 134sec   
Date | 5/21/2019 3:25:49 PM   Msg | [ENCOUNTER] Failed to identify pokemon...   
Date | 5/21/2019 3:25:01 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 51sec   
Date | 5/21/2019 3:25:01 AM   Msg | [ENCOUNTER] You successfully caught Taillow!   
Date | 5/21/2019 3:24:09 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 3:23:35 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 3:23:34 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 135sec   
Date | 5/21/2019 3:23:34 PM   Msg | [ENCOUNTER] Failed to identify pokemon...   
Date | 5/21/2019 3:22:08 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 52sec   
Date | 5/21/2019 3:22:08 AM   Msg | [ENCOUNTER] You successfully caught Ralts!   
Date | 5/21/2019 3:21:18 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 3:21:16 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 3:21:01 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 101sec   
Date | 5/21/2019 3:21:01 PM   Msg | [ENCOUNTER] You successfully caught Zorua!   
Date | 5/21/2019 3:19:19 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 3:18:01 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 102sec   
Date | 5/21/2019 3:18:01 PM   Msg | [ENCOUNTER] You successfully caught Scraggy!   
Date | 5/21/2019 3:16:19 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 3:15:32 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 17sec   
Date | 5/21/2019 3:15:32 PM   Msg | [ENCOUNTER] You successfully caught Gastly!   
Date | 5/21/2019 3:15:24 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 145sec   
Date | 5/21/2019 3:15:24 AM   Msg | [ENCOUNTER] You successfully caught Sandygast!   
Date | 5/21/2019 3:15:15 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 3:14:39 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 17sec   
Date | 5/21/2019 3:14:39 PM   Msg | [ENCOUNTER] You successfully caught Grimer!   
Date | 5/21/2019 3:14:21 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 3:13:54 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 97sec   
Date | 5/21/2019 3:13:54 PM   Msg | [ENCOUNTER] You successfully caught Crustle!   
Date | 5/21/2019 3:12:58 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 3:12:17 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 3:10:48 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 41sec   
Date | 5/21/2019 3:10:48 PM   Msg | [ENCOUNTER] You successfully caught Shuckle!   
Date | 5/21/2019 3:10:27 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 93sec   
Date | 5/21/2019 3:10:27 AM   Msg | [ENCOUNTER] You successfully caught Sewaddle!   
Date | 5/21/2019 3:10:07 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 3:09:38 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 3sec   
Date | 5/21/2019 3:09:38 PM   Msg | [ENCOUNTER] You successfully caught Spearow!   
Date | 5/21/2019 3:09:34 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 3:09:25 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 59sec   
Date | 5/21/2019 3:09:25 PM   Msg | [ENCOUNTER] You successfully caught Clamperl!   
Date | 5/21/2019 3:08:54 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 3:08:40 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 61sec   
Date | 5/21/2019 3:08:40 AM   Msg | [ENCOUNTER] You successfully caught Baltoy!   
Date | 5/21/2019 3:08:25 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 3:07:39 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 3:05:26 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 129sec   
Date | 5/21/2019 3:05:26 PM   Msg | [ENCOUNTER] Failed to identify pokemon...   
Date | 5/21/2019 3:03:16 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 3:03:15 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 131sec   
Date | 5/21/2019 3:03:15 PM   Msg | [ENCOUNTER] Failed to identify pokemon...   
Date | 5/21/2019 3:02:12 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 2sec   
Date | 5/21/2019 3:02:12 AM   Msg | [ENCOUNTER] You successfully caught Caterpie!   
Date | 5/21/2019 3:02:10 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 3:01:03 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 3:01:02 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 135sec   
Date | 5/21/2019 3:01:02 PM   Msg | [ENCOUNTER] Failed to identify pokemon...   
Date | 5/21/2019 3:00:19 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 86sec   
Date | 5/21/2019 3:00:19 AM   Msg | [ENCOUNTER] You successfully caught Mantyke!   
Date | 5/21/2019 2:58:52 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 2:58:46 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 2:58:14 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 82sec   
Date | 5/21/2019 2:58:14 PM   Msg | [ENCOUNTER] You successfully caught Toxicroak!   
Date | 5/21/2019 2:57:56 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 113sec   
Date | 5/21/2019 2:57:56 AM   Msg | [ENCOUNTER] You successfully caught Frillish!   
Date | 5/21/2019 2:56:51 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 2:56:41 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 143sec   
Date | 5/21/2019 2:56:41 PM   Msg | [ENCOUNTER] You successfully caught Jangmo-o!   
Date | 5/21/2019 2:56:02 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 2:55:45 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 11sec   
Date | 5/21/2019 2:55:45 AM   Msg | [ENCOUNTER] You successfully caught Growlithe!   
Date | 5/21/2019 2:55:34 AM   Msg | [ENCOUNTER] Attempting identification...   
